,COMPANY,TITLE,QUALIFICATIONS
2419,Fetch,Frontend Engineer Apprenticeship,"We are looking for a Frontend Engineer Apprentice. You will build and maintain world class web applications for our customer and external partners working directly with our backend services. You'll be working on a small, multi-functional team that may include other engineers, a designer, product manager, data scientist and other roles. Success in this role requires the ability to take on challenging problems while designing and developing amazing solutions with a user-centric focus. You must be able to work full time hours. This is not a summer apprenticeship. This role will hopefully turn into a perm role after the 3 month apprenticeship is completed.
In your tool-bag:
Flexibility to implement a feature from either a highly specific design OR a bare bones idea that needs thought & iteration
Ability to strike the right balance between product design and technology to create the best possible solution
Familiarity with functional and/or object-oriented programming
Ability to optimize poorly performing code.
Ability to explain both short and long-term solutions with trade-offs
Effective communication, including the ability to translate and explain technical issues to non-technical team members
You have experience with:
2 Frontend frameworks (React, Angular, Vue, Svelte)
Frontend Styling and layout (CSS, HTML, Sass or Less)
Deep understanding of JavaScript or TypeScript
Design System Implementation
Responsive UI Design
Application State Management
Version control system (Git)
Test writing and quality assurance
Must be able to begin working for us immediately upon hire
Bonus points:
Full-stack development (Kotlin/Java, Javascript/Node, Python/Django, etc)
Messages queue and event streaming (Kafka, Kinesis, Redis Streams)
Continuous development
Experience with the automation of testing, building, and deploying frontend solutions
Data-Driven Design
Experience with Tailwind CSS or similar utility-first CSS framework
Charting, Dash-boarding, and Report Generation
Asynchronous or Reactive Programming
In-memory data stores and caches (Redis, Memcache)
Understanding of the complexity and failure domains of micro-services and distributed architectures, and how these can impact end-user experiences.
Undergraduate or graduate degree in computer science, engineering or mathematics"
2420,Raytheon,Software Engineer Scrum Master,"Lead Scrum teams and, along with the Product Owner (PO), coach the development team members in Agile practices and mindset like self-management and cross-functionality
Lead the Sprint Backlog grooming; define and assign Story Points and ensure progress against Story Point completion; achieve the requisite value and quality by meeting the Definitions of Done
Manage the Sprint activity and Agile practices using various tools, such as Jira and Confluence and track and report Agile metrics
Schedule and facilitate Scrum ceremonies
Help manage risks and dependencies, escalate and remove impediments
Required Skills:

1+ Years Scrum Master Experience
Ability to obtain/maintain a Secret clearance
8+ years Object Oriented Design/Implementation experience
Desired Skills:

Agile certification such as Certified Scrum Master (CSM), Certified or Professional Scrum Trainer (CST, PST), or PMI’s Agile Certified Professional, Certified SAFe Scrum Master
Embedded C/C++ experience
Required Education:

Bachelor's Degree in Science, Technology, Engineering, Mathematics (STEM), or related STEM degree program from an Accredited University/School/College with 2+ years of relevant work experience
Requires theoretical to advanced knowledge of work area typically obtained through University Degree combined with experience.
Practical knowledge of RTX projects, programs or systems with the ability to make enhancements and leverage in daily work.
Engineering/Other Technical Positions: Typically requires a degree in Science, Technology, Engineering or Mathematics (STEM) and a minimum of 2 years of prior relevant experience unless prohibited by local laws/regulations."
2421,Navy Federal Credit Union,Azure DevOps Engineer,"Hands on automation skills designing and building pipelines, automation and Infrastructure as Code of enterprise applications
Build and support highly available CICD tools for pipelines and related integrations
Design, build, and implement reusable YAML pipelines and configuration while adhering to best practices
Perform analysis of DevOps practices, identify gaps and impediments for continuous integration and delivery
Engage with information Security and augment the CI/CD framework with devsecops and standardized security tools and controls
Develop and apply quality controls and gates to the build, test, and deploy process while establishing Definition of Ready and Definition of Done to ensure quality of delivery
Be a member of Center of Excellence for DevOps practices to enable the Continuous integration and delivery of products
Hands on experience with implementing standards and best practices for the CI/CD framework
Provide guidance, coaching, training on build, test, and release management best practices
Collaborate on and and provide input into the CICD roadmap, identify gaps and dependencies
Onboard agile product teams to the CICD framework and perform DevOps health assessment on pipelines, identify gaps and execute recommendations
Perform other duties as assigned

Qualifications Required:
A Bachelor's Degree in Computer Applications, Computer Science, Engineering, Mathematics, related field or equivalent experience
Hands on experience building CI/CD pipelines using YAML/YML
3-5 years hands on experience with Microsoft Azure or similar Cloud native offerings
3-5 years’ experience in creating continuous integration and delivery pipelines leveraging cloud native architectures on Microsoft Azure Cloud
3-5 years’ Experience with agile delivery, SAFe, and DevOps frameworks
3-5 years’ Experience with Azure DevOps Tools for plan, build, test, release and monitor
Experience with Docker, Kubernetes, PowerShell scripting, GIT, Linux, Shell, Azure Resource Management (ARM) templates
Knowledge of security scanning and monitoring tools like BlackDuck, Checkmarx and Contrast Security
Extensive experience with scripting and debugging on Linux and Windows environments
Understanding of Test Automation tools and scripts to facilitate Test Driven Development
Understanding of integrated package management
Experience with Automated Change Management using modernized solutions like ServiceNow

Qualifications Desired:
Experience with Microservices deployment and release management
Microsoft® Certified: Azure Solutions Architect Expert or Azure DevOps Engineer Expert or Azure Developer Associate"
2422,Upstart Network Inc,Senior Backend/Fullstack Software Engineer,"Work within all areas of the platform from our web interfaces and 3rd party API integrations to backend business logic

Move quickly to drive both existing and greenfield projects forward, while always keeping our end users in mind

Make architectural contributions and decisions to improve the reliability of our software and maintainability of our code base

Help us build our engineering team and make Upstart a genuinely awesome place to work

What we're looking for:
7+ years working with full stack web applications'

Strong Proficiency in at least one major full-stack framework (we use Ruby on Rails, but are agnostic))

Intimate familiarity with multiple web and JavaScript/JS frameworks (React, but are open to all backgrounds)

Solid understanding of SQL databases and domain modeling

Jazzed when presented with a challenging problem to solve

Desire to succeed as part of a team

Happiest when you’re able to pivot between heads down solo work and collaborative sessions with your teammates"
2423,Akamai,Software Engineer (Support),"As a Software Engineer (Support) you will be responsible for:

Developing innovative technical solutions to improve Customer Support efficiency and performance
Working closely with members of Support Leadership to discover and design opportunities for tooling improvements
Understanding Support and customer experiences in order to identify opportunities for improvement
Working closely with other Software Engineers on projects and goals
Do what you love

To be successful in this role you will:

Have 1-3+ years of relevant experience in software engineering roles or other equivalent experience
Demonstrate experience designing and implementing technical solutions
Have experience with Coldfusion, Javascript, Bash scripting, Python, and related technologies
Have experience working with git and version control systems
Have experience writing and maintaining product documentation
Have experience with Linux, hosting applications and services on Linux systems, DNS, and related technologies"
2424,Bloomberg,Machine Learning Researcher,"The Enterprise Data Machine Learning Quant Researcher will develop new machine learning methodologies and new state of art models that are applicable to real world financial problems.

We'll trust you to:
Conduct statistical analysis, develop machine learning methodologies, model estimation and overseeing part of the research activities
Explore current academia and market best practices in machine learning approaches
Assess quality controls around different approaches as well as suggest new approaches in research
Write quality ML research papers potentially published on top ML conferences/journals
Work cross functionally with Product Managers, Senior Leaders in Enterprise Data, Engineering, and other Quant Research teams
You'll need to have:
Master's degree in an applied numerical field: Physics, Mathematics, Statistics, Computer Science, Operations Research, etc.
Quantitative analysis, programming, and statistical modeling skills
Experience in Python and familiarity with distributed computing frameworks (e.g. Spark)
Attention to data integrity and robustness of various models, and a detailed scientific/statistical approach
Experience in independent research and writing research papers
Understanding of different machine learning techniques: dimensionality reduction, representation learning, generative modeling, transfer learning, and missing value imputation, recommender system, causal inference
We'd love to see:
Financial industry experience
Publications on top machine learning conferences/journals
Does this sound like you? Apply if you think we're a good match and we'll get in touch with you to let you know next steps. In the meantime, check out http://www.bloomberg.com/professional. Enterprise Data page: https://data.bloomberg.com/ Bloomberg is an equal opportunity employer and we value diversity at our company. We do not discriminate on the basis of age, ancestry, color, gender identity or expression, genetic predisposition or carrier status, marital status, national or ethnic origin, race, religion or belief, sex, sexual orientation, sexual and other reproductive health decisions, parental or caring status, physical or mental disability, pregnancy or maternity/parental leave, protected veteran status, status as a victim of domestic violence, or any other classification protected by applicable law. Bloomberg is a disability inclusive employer. Please let us know if you require any reasonable adjustments to be made for the recruitment process. If you would prefer to discuss this confidentially, please email amer_recruit@bloomberg.net."
2425,Johns Hopkins Applies Physics Laboratory,Data Visualization Specialist,"Support agile development teams in the design, development, and adaption of custom data visualizations to various problems.
Collaborate with sponsors and end users to understand their operations and provide an array of visual analysis and situational awareness displays.
Research and propose new innovative visualization components, frameworks and approaches for solving cutting edge sponsor problems.
B.S. in a computer science, engineering, mathematics, or related field
Experience with dynamic web frameworks such as VueJs, React or Angular
Experience with Java / Kotlin desktop visualization frameworks like Swing, Java FX or Tornado FX
Experience with data pipeline, workflow management, and version control tools
Understanding of software engineering concepts (e.g., object-oriented vs functional, batch vs stream processing)
Can demonstrate that you are fully vaccinated against COVID-19. To ensure the safety and well-being of the community, APL has established a policy requiring that all staff be vaccinated against COVID-19. All staff members must provide proof of full vaccination or have an approved medical or religious accommodation by their start date.
Have the ability to obtain a Top Secret level security clearance. If selected, you will be subject to a government security investigation and must meet the requirements for access to classified information. Eligibility requirements include U.S. citizenship.

You'll exceed our minimum requirements if you have working knowledge of...

Data science and machine learning practices
Message brokers (e.g., RabbitMQ, Kafka, MQTT, ZeroMQ)
Augmented/Virtual Reality frameworks such as Unity or Unreal
OpenGL 3D programming
"
2426,Form Energy,Machine Learning & Modeling Co-op,"Perform data wrangling, visualization and exploratory data analysis on battery test data to extract insights on key variables governing battery performance.
Build and test machine learning models to predict battery performance and degradation metrics.
Opportunities to collaborate closely with battery test engineers and electrochemical engineers to analyze results in the context of battery optimization.
Opportunities to present results to a broad technical audience.
Document approaches and methods as a reference for other data scientists and engineers in the company.
What You'll Bring:
Pursuing a graduate-level degree in data science, engineering, or a related quantitative field.
Extensive experience in Python, including pandas, scikit-learn, keras, tensorflow, or similar libraries.
Experience with building machine learning and/ or deep learning models using clustering algorithms, regression, decision trees, random forests, ANNs, CNNs, and related techniques.
Familiarity with git and programming environments such as VSCode, PyCharm, Jupyter notebooks, Colab or similar, preferred.
Strong communication, teamwork and organizational skills.
Interest in learning about batteries and energy storage technologies. (Prior battery experience is not required.)"
2427,Synthetaic,Associate Machine Learning Engineer,"Writing efficient, reusable, testable, and scalable code for core components of AI projects
Understanding and analyzing existing code written to carry out AI-related tasks
Collaborating closely with AI/ML Engineers and Data Scientists to scope out and design AI software packages
Conducting various experiments, code debugging, and python development with close attention to detail
A good Associate Machine Learning Engineer at Synthetaic must have the following skills, knowledge, education and experience:
Master’s degree in Computer Science (or related field) or Bachelor's degree in Computer Science, Software Engineering, Data Science, or Electrical Engineering with 1-2 years of experience in AI/ML
Strong desire to learn and curiosity towards new technologies
Solid Python programming skills
Strong analytical and problem-solving skills
Deep understanding of one of the following areas: AI, machine learning, or deep learning
Familiarity with AI/ML software packages and frameworks (NumPy, Pandas, Scikit-learn, Matplotlib, opencv, PyTorch/Tensorflow), Linux OS environment
Familiarity of various neural network architectures (CNN, GAN, transformer, etc.) specifically applied to solve computer vision or image processing problems.
Familiarity with cloud technology
Permanent eligibility to work in the United States without sponsorship
If you want to go above and beyond, bring these skills and characteristics to the table:
Ability to work full-time onsite at our office in Delafield, Wisconsin
Excellent communication skills (written and verbal)
Working knowledge of cloud technology
Familiarity with object oriented programming
Advanced working knowledge of Pytorch or TensorFlow
Familiarity with computer science/software engineering concepts, including common data structures and algorithms
Familiarity with docker containers
Implemented state-of-the-art models from research papers
Solid background in deep learning: layer details, loss functions, accuracy metrics, optimization, etc."
2428,Modern Intelligence,Machine Learning Research Assistant,"Recent PhD or active enrollment in a PhD program in Computer Science, Data Science, Mathematics, Statistics, Physics, or related field. Undergraduates and masters students will be considered if their application is sufficiently strong.
Strong proficiency in coding and data science
Competence, and ideally proficiency, in at least one popular ML framework, e.g. Tensorflow or Pytorch.
Strong interest and academic experience in AI / ML, specifically in deep learning and/or reinforcement learning
Some project-level experience in AI / ML, with publications preferred but not required
Excellent communication skills, and the ability to work effectively in a team
Deeper Qualifications:
Recent PhD or active enrollment in a PhD program in Computer Science, Data Science, Mathematics, Statistics, Physics, or related field. Undergraduates and masters students will be considered if their application is sufficiently strong.
Strong proficiency in coding and data science
Competence, and ideally proficiency, in at least one popular ML framework, e.g. Tensorflow or Pytorch.
Strong interest and academic experience in AI / ML, specifically in deep learning and/or reinforcement learning
Some project-level experience in AI / ML, with publications preferred but not required
Excellent communication skills, and the ability to work effectively in a team"
2429,Deloitte,Machine Learning and AI Data Scientist - Python / R / NLP,"Developing advanced analytics products
Apply data visualization and statistical programming tools to enterprise data
Work directly with customers in the federal, state, and/or local government.
Support all phases of analytic work product development, from the identification of key business questions to delivery insights to decision-makers.
Requires special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights."
2430,Deloitte,Data Scientist with Polygraph,"Professional experience supporting AWS, Python and Machine Learning.
Experience utilizing statistical modeling
Experience developing applications leveraging big data technologies
Must be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future"
2431,Mastech Digital,Machine Learning Engineer,"Python (programing building a model EDA and data analytic)

Analytics – analytical mindset to find out patterns

Snowflake – Big Data

Interview Process: 1 hour over zoom with the team.

Implementing AI and ML techniques to further and Grow the FI business

Working closely with business partners to understand business problems and providing data solutions

Researching, developing, and implementing new analysis and ML techniques

The Expertise and Skills You Bring

BS/MS in Engineering, Computer Science or Data Science

5-7 years of enterprise development and a desire to work on a fast-paced development team with the experience of handling multiple tracks concurrently.

Strong analytic skills related to working with both structured and unstructured datasets.

Proven experience performing explorative data analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.

Proven experience developing object-oriented/object function scripting languages like Python

Familiar with developing ETL data pipeline tools: Luigi, Airflow, etc.

Deep understanding of distributed computing principles. Working experience with big data tools: Spark, Hadoop, Kafka, Hive, Impala and Snowflake

Vast understanding of Pip, Flask, NumPy, Anaconda, or similar tool stack and ability to mentor junior developers on their usage

Knowledge of Cloud computing concepts (AWS) and working experience with deploying and managing applications in the Cloud.

You have professional knowledge with statistical models, predictive models and time series analysis (such as regression, classification, simulation, dimension reduction)

You have hands-on experience in developing and evaluating machine learning models on large scale datasets"
2432,SullivanCotter,Data Scientist III,"Identify and prioritize business use cases. Understand the business and strategy and work with business leaders to identify and prioritize problems that advanced analytics are suited to solve and effectively communicate these ideas to senior management (i.e., translate business problems into advanced analytics/data science projects and lead in quantifying the various types of risk and rewards that allow these projects to be prioritized).
Thought partner to stakeholders by understanding the business needs through a deep knowledge of business operations, the key strategic objectives of our stakeholders, and what stakeholders need to achieve those strategic objectives. Seen by the stakeholder as an extension of their team and brought in for strategic and operational conversations.
Operationalize data and analytic products while also making sure they continue to deliver value. Be able to tell the story of how data and analytics are positively impacting stakeholders. Work closely with the business to achieve real value through informed decisions and improved actions.
Give direction and insight on all data analytics large initiatives/epics/areas of focus.
Build end-to-end advanced analytics. Work with vast amounts of data from multiple sources to develop/refine/improve predictive models using advanced Python, NLP, ML, AI, IDP and statistical analysis methods such as classification, time-series analysis, regression, statistical inference and recommendation systems.
Collect and prepare data. Help identify the business data needed to produce the most useful insights and future analytics, including business lines and possible outside sources of data. Ensure alignment on short-term delivery goals and long-term data and analytic roadmaps with clear articulation of expected value and how the work is to be prioritized.
Validate business implications. Synthesize analytics-derived insights into easy-to-understand, actionable recommendations that business users can easily understand. Ensure that the insights generated through sophisticated analytics translate to help drive revenue and cost-effective scaling.
Stay abreast of the latest developments and advancements and how they could impact the firm regarding classification models, recommendation engines or natural language processing.
EDUCATION AND EXPERIENCE REQUIREMENTS
Bachelor’s degree in business, IT, mathematics, statistics or relevant degree program.
Preferred Experience: 10+ years in data analytics, 3+ years in DS AI and ML development.
Expertise in solution design, problem framing, design thinking, analytics techniques and building solutions.
Skilled at communicating with a variety of methods including written business cases, data visualizations and infographics.
Demonstrated technical excellence in BI, reporting and analytics tools, analytic solutions (e.g. Power BI, Tableau, R), data visualization, data analytics processing, Python, SQL, AI, and ML.
Experience with the techniques and technologies of data science, along with a comprehensive understanding of the challenges associated with each (e.g., overfitting, model refresh, the challenge of acquiring training data, cost of computing, etc.).
Demonstrated communication and influencing skills with business and technical leaders. A talent for boiling complex ideas down to clear, practical choices. Track record of delivering multiple projects with tangible impact.
Extensive experience leading large complex projects, including strategic and tactical planning and implementation, analysis, design, technology selection and deployment.
Results-driven, the ideal candidate sets aggressive goals and is accountable for continuously driving improved outcomes, leading change and ensuring high standards.
Storytelling: communicates complex ideas in a way that is digestible to a broad audience and leads to decision and action.
Track record of developing and implementing innovative, highly-available, scalable and secure enterprise data and analytic deployments to meet current and future business needs.
Expertise in statistical learning, such as supervised, unsupervised, and weakly supervised learning, particularly in NLP contexts.
Expertise in Python programming, regular expressions, version control, standard Python packages (e.g., pandas, NumPy, Matplotlib), and at least one machine learning framework (e.g., PyTorch, TensorFlow, Scikit-Learn).
Experience with deploying and productionizing machine learning models on cloud or high-performance computing environments (e.g., AWS, Azure) and using CI/CD frameworks.
Expertise with Agile.
Expertise in implementing ML best practices for the entire Data Science lifecycle.
Proficiency with Machine Learning concepts and modeling techniques to solve problems such as clustering, classification, regression, neural networks, anomaly detection, simulation and optimization problems on large-scale data sets and their real-world advantages/drawbacks.
Experience with health care industry data, including hospital quality scores, claims data, medical coding, EMR, billing and reimbursement data in addition to compensation data is preferred.
BEHAVIORAL ATTRIBUTES
Passionate about helping organizations drive their success utilizing data.
Skilled storyteller with a passion for data, you will analyze and evaluate data to create innovative advanced analytics to provide the business with a competitive edge.
Inquisitive with a desire to ask questions and get a deeper understanding of issues (e.g., business and data).
Innovative with the ability to imagine new analytical solutions to any problem.
Confident, with the ability to challenge perceptions and biases of individuals at every level of the organization to enact improvements.
Ability to communicate with both technical and non-technical people. Passionate about helping others grasp and understand technical concepts using accessible language.
Business-oriented, with a solid understanding of business requirements and jargon.
Adjusts communication style and approach based on the intended audience (i.e., highly detailed where and when needed, but also able to be concise).
Intellectual curiosity, with the desire to stay abreast of current and upcoming technologies and tools.
Strongly self-motivated with a keen eye for detail. A natural desire to learn and innovate with like-minded colleagues.
Action-oriented, with the ability to deliver outstanding results through task prioritization and time management."
2433,ManTech International Corporation,Senior Data Scientist,"Perform hands-on data and threat/intel analysis leading to development of analytics solutions (e.g. predictive models, visual analytics reports), to support CBP users conduct law enforcement mission critical activities.
Collaborate with mission stakeholders to define, frame, and scope mission challenges where big data interventions may offer important mitigations to project schedules and outcomes.
Demonstrate proficiency in extracting, cleaning, and transforming CBP transactional and associated data sets within an identified problem space to build predictive models as well as develop appropriate supporting documentation.
Leverage knowledge of a variety of statistical and machine learning techniques to develop, evaluate, and deploy new predictive analytical models that directly inform mission decisions.
Utilize and explore variety of statistical/modeling tools and languages to compare and assess best performing Machine Learning results.
Execute projects including those intended to identify patterns and/or anomalies in large datasets; perform automated text/data classification and categorization as well as entity recognition, resolution and extraction; and named entity matching.
Brief project management, technical design, and outcomes to both technical and non-technical audiences including senior government stakeholders throughout the model development/ project lifecycle through written as well as in-person reporting."
2434,Jones Grove IT Recruiting,Principal Data Scientist,"Guide and help mentor a team of Data Scientists
Work as a leader on the Data Science, supporting the entire team as a point person of expertise for the data science projects across the group
Work with senior business, product, & technical stakeholders to develop data science solutions to business problems
Proactively analyze existing & new datasets to find new modeling opportunities that are applicable to use cases
Be a key contributor to the data science strategy and roadmap, collaborate with other scientists, ML engineers, and program managers on the execution of the roadmap
Autonomously drive the development of machine learning models on a cloud based infrastructure
Help manage model deployment and perform post-deployment monitoring and troubleshooting
Document designs and findings, and present to team leadership, fellow scientists, and partner teams. Participate in design reviews, code reviews, and brainstorming sessions
Build compelling data stories and visualizations to influence decision makers
Work with other functional teams to evaluate new data sources and advice on data format and data dictionary
Proactively remove roadblocks and escalate issues when encountered
Strive to keep abreast with the latest development in the machine learning and artificial intelligence community, bringing new ideas to the team and advocating for best practices
Requirements:

Master’s or PhD Computer Science, Statistics, Applied Mathematics, or a related field is required
Expert knowledge of deep learning, reinforcement learning, knowledge graph, natural language processing and/or causal inference
8+ years of experience in developing and productizing advanced machine learning, statistic modeling and optimization solutions in a commercial production setting
Expertise in recommender systems, personalization and customer journey modeling is highly desirable
Proficient in python and its data science and visualization stack, as well as frameworks such as TensorFlow, PyTorch
Working experience using version control systems (Git)
Experience building products and are comfortable working with modern development tools and writing code collaboratively
Strong analytical, problem solving and interpersonal skills, have a hunger to learn, and the ability to operate in a self-guided manner in a fast-paced rapidly changing environment"
2435,Pfizer,Machine Learning Research Scientist,"Formal training in Computer Science, Statistics, Applied Mathematics, Computational Biology , Computational Chemistry, Physics, related technical discipline, or relevant practical experience
2+ years’ programming experience in Python
2+ years’ experience in software design, development, and algorithm-related solutions for production-grade systems using machine learning
Applied experience with major ML algorithms in either of natural language processing, computer vision, and information retrieval (CNNs, transformers, etc.)
Working knowledge of one or more scientific data types (e.g. biomedical images, biomedical text, large-scale, multidimensional 'omics, large- or small- molecule therapeutics, clinical or Real World Data, etc.)
Preferred Qualifications
MS/PhD + 2 years of relevant research experience
Experience with high performance computing (HPC) environments (SLURM/LSF/SGE schedulers)
Familiarity with cloud computing platforms (AWS, Google Cloud, etc.)
Practical experience with deep learning-based solutions
Strong publication record and demonstrated contributions to the field, e.g. NeurIPS, ICML, ICLR, etc.
Passion and curiosity for data and proven ability to take ideas from prototype to production."
2436,Humanity,Machine Learning Scientist,"Work with domain experts and product owners to determine what questions should be asked and what questions can be answered.

Read research papers, understand requisite math, experiment with new models, write up approaches and results.

Find the right model architecture and hyperparameters, effectively debugging along the way.

Find optimal hyperparameters and expand dataset/build heuristics until edge cases are handled correctly.

Answer questions and make trainable datasets from raw data, using efficient SQL queries and scripting languages, visualizing when necessary.

Write clean, efficient, and modular code, with automated tests and appropriate documentation.

Stay up to date with technology, make good technological choices, and be able to explain them to the organization.

Qualifications
Experience working with text data to build predictive models, both supervised and unsupervised.

A strong understanding of the math and statistics behind machine learning theory and fluency with general machine learning domains such as classification, regression, unsupervised clustering and recommender engines.

Software engineering background with 2-3 years of experience (we use Python, SQL, Unix-based systems, git, and github for collaboration and review).

Strong machine learning development skills (we use sklearn, keras, tensorflow, pytorch, jupyter).

Bachelor’s or Master's degree in Computer Science, Statistics, Applied Mathematics or related field, with relevant industry experience, or outstanding previous achievements in this role.

Good communication and teamwork skills.

Good written and spoken English.

Would be a plus

Familiarity in coding for at-scale production, ranging from best practices to building back-end API services or stand-alone libraries

Familiarity in front-end frameworks (e.g. React, Javascript, Flask) to build simple demos, POCs and prototypes

Experience working with image data to build predictive models."
2437,Target,Lead Data Scientist - Supply Chain Optimization / Applied ML,"Work closely with partner team data scientists to review and iterate on optimization and machine learning algorithms and develop state of the art mathematical models
Work with engineers to design, deploy and productize models at scale. Our models run many times a day for millions of combinations of stock keeping units and distribution networks
Work with business partners to learn about the retail business and processes in play
Ideate and resolve tradeoffs between model granularity and features as well as performance, reliability, and usability of our codebase. Improve engineering standards, tooling, and processes
Mentor and develop other data scientists and Ai engineers.
What we're looking for:

You have a strong knowledge of supply chain optimization – inventory, transportation, sourcing, distribution, fulfillment, planning…
You have a real passion and the technical skills for helping Target make data-informed decisions.
You possess strong computer science fundamentals and love rock-solid, well-structured, and efficient code: data structures, algorithms, programming languages, and information retrieval.
You write understandable, testable code with an eye towards maintainability.
A passion for empirical research and answering hard questions with large scale data
You are a strong communicator. Explaining complex technical concepts to the business and other data scientists/engineers is no problem for you.
You understand that simplicity is hard but key to achieving maintainability and to being able to continually deliver value to the business.
You have usability and convenience for business users in mind.
Requirements:

M.S in Operations Research, Industrial Engineering, Computer Science, Mathematics, Statistics, Physics or related quantitative fields
5+ years of professional experience writing modular and highly performant code and deploying algorithms in a production environment
Proficient in predictive and prescriptive algorithms
Proficient in one or more programming languages: Python, Java, Kotlin or C
Strong engineering mindset and exposure to software engineering principles, Agile, data pipeline engineering, distributed systems, and machine learning at scale
Experience leading large-scale implementations of optimization, simulation, machine learning and deep learning models
Excellent written and verbal communication skills
Preferred Requirements:

PhD degree or equivalent experience
Proficient in application/software architecture (definition, business process modeling, etc.)
Experience writing production datasets in SQL/Hive or building internal/production data tools for research or experimentation in a scripting language like Python"
2438,Novo Nordisk,Data Scientist II - AI and Machine Learning,"Master’s degree preferred. Degree within computer science, mathematics, engineering, physics, statistics, or a related quantitative discipline is preferred.
Master’s Degree with 1+ years’ relevant experience can be considered; Bachelor’s degree with 3+ years’ relevant experience required
Relevant experience includes:
General experience in modern data science methods including unsupervised/supervised classification and regression, modern machine learning techniques and classical statistical modeling or applied mathematics
Experience with software development which includes writing high quality code processing data using Python/R.
Thorough understanding of text pre-processing and normalization techniques such as tokenization, lemmatization, stemming, POS tagging, parsing, entity extraction, etc. and how they work at a low level
Experience applying modern NLP approaches such as BERT and other transformer models, along with sequence models for semantic analysis, text extraction, prediction and generation tasks
Preferred experience includes:
Experience working with structured and unstructured data from diverse sources
Experience in data management, database management system, and familiarity with NoSQL and/or Graph database.
Working experience in Software Development Lifecycles, agile methodologies, and continuous integration
Experience in pharmaceutical industry, healthcare industry, regulated medical device development or in another regulated field.
Excellent written and oral communication skills
Detail oriented with strong documentation skills"
2439,Deep Health,Machine Learning Engineer,"Providing technology support for all aspects of AI product development related to Radnet AI projects
Supporting development and deployment of new machine learning products and platforms, as well as maintaining and improving current models. This includes conducting machine learning research, writing and testing code; training, testing, and analyzing the models; and maintaining the technical infrastructure and documentation
Contribute to the ongoing evolution of the existing AI product portfolio of applications and services
Participate in product architecture design to ensure product scalability and reliability
Support collaboration with product management and clinical data science team to drive desired clinical outcomes
Support collaboration with product software development team members in managing the required design, documentation and software development processes per global medical device regulations
Job Qualifications:

Master’s degree in Computer Science or comparable field, or B.S. degree in STEM with 3+ years of industry experience in machine learning software development
Proficient with Python programming and implementing deep learning models using deep learning frameworks such as Keras/Tensorflow or PyTorch
Some experience with Python and basic libraries for machine learning and data analysis such as Pandas, Numpy, scikit-learn, and OpenCV)
Familiarity with cloud computing tools such as AWS, code version control tools such as GitHub, and Containerization tools such as Docker.
Ability to understand and apply principles found in scientific publications
Understanding of data analysis/exploration principles and of machine learning methods
Experience in medical imaging a plus"
2440,Dyno Therapeutics,Machine Learning Scientist,"As a Machine Learning Scientist you will be responsible for statistical data analyses, inventing machine learning models, advancing our computational optimization ability, and experimental design of libraries. There are ample opportunities in our platform to apply rigorous approaches from deep learning, optimization, reinforcement learning, natural language processing, and compressive sensing. The field of protein engineering is ripe with problems that are interesting and novel from an ML perspective, and Dyno is well-placed to generate data at a scale at which these approaches can be fruitful.
Who you are

Team oriented
Thoughtful & detail oriented
Passion for creative problem solving
Work with a sense of urgency
Appreciation for opportunities at the intersections of data science and biology
Basic qualifications

BS, MS, or Ph.D. in a quantitative field (Machine learning, Math, Physics, CS, Operations Research, Statistics, ...) or equivalent experience
Strong theoretical foundation in machine learning or a quantitative domain
Fluency with at least one machine learning library (such as Tensorflow or pyTorch)
Preferred qualifications

Proven track record of research in machine learning, including publications at major conferences (NeurIPS, ICLR, ICML) or scientific journals.
Experience applying machine learning in a biological context. In particular, familiarity with recent advances in ML for protein engineering, including structure prediction models.
One or more years experience working in a data science team in an AI company"
2441,Fyusion,Damage Detection Machine Learning Engineer,"Develop computer vision and deep learning algorithms for car damage detection.
Propose and test hypotheses for each new experiment, document the findings.
Demonstrate robust exploratory/experimental skills.
Implement and advance models from the research community, including literature surveys and implementing novel techniques from research papers.
Optimize existing and new algorithms for compute and power constrained environments such as smartphones and for distributed computing systems.
Contribute to the deployment of these algorithms in containerized solutions.
Work as part of a team.
Participate in the engineering life-cycle at Fyusion, including designing systems, writing production code, conducting code reviews and working alongside our Product, Engineering, and QA teams.
Here's what we're looking for:

Master in Computer Science or 2+ years of relevant experience.
Experience developing efficient computer vision algorithms/models.
Python expertise (PyTorch, OpenCV).
Rapid prototyping experience with Jupyter Lab / Notebooks.
Proven code profiling and optimization skills.
Strong critical thinking and hypothesis testing abilities.
Experience with Docker or other types of containers.
Solid understanding of Version Control principles, preferably using Git, Github, and Pull Requests.
This position is suited for a wide range of experience levels. If this peaks your interest and you see yourself described here, please do not hesitate to apply!
Bonus points for:

C++ experience.
Experience with multi-camera and/or distributed computing systems.
Peer reviewed publications in a top tier Computer Vision, Machine Learning, Computer Graphics, or Robotics conference."
